,cell_penalty,packing_fraction
83972,0.0,0.1374241887941601
92751,0.0,0.1374544419859987
45094,0.0,0.1374554845863531
34444,0.0,0.1374649550867862
60549,0.0,0.1375035774652026
73927,0.0,0.1375122326492521
83492,0.0,0.1375782587277677
45821,0.0097725390024658,0.1375914023625293
30473,0.0,0.1375951133901709
98164,0.0,0.137615953211502
24498,0.0,0.1376485945645202
8923,0.0097757779392861,0.1376649400716572
70049,0.0011705906747272,0.1376752713814441
22177,0.0,0.1377282086552266
86003,0.0,0.1377327401572235
7032,0.0,0.1377450101394208
11307,0.0070926547318355,0.137765005981886
49975,0.0,0.1377672245876086
15567,0.0016801819914574,0.1377842525983119
69993,0.0005210484909539,0.1377856485785084
47346,0.0,0.1377988333351028
43857,0.0,0.1378040997069178
27328,0.0011160296832039,0.137859927175024
21684,0.0001988303030946,0.1378988484289487
8267,0.0,0.1379102130574815
57677,0.0,0.1379177040852091
80959,0.0,0.1379329077302125
71257,0.0,0.1379564519429752
30953,0.0,0.137981520744259
73232,7.851076010118919e-05,0.1379927621251277
82695,0.0,0.1379983401517939
15773,0.0,0.1380115951914191
26986,0.0,0.1380134274720859
10987,0.0010318777082747,0.1380361394518706
5796,0.0043479224308496,0.1380556719221362
49145,0.0,0.1380592887136437
31803,0.0,0.1380623342937776
19910,0.0,0.1381028453010361
15016,0.0,0.1381075030568608
11507,0.0,0.1381212778430846
15605,0.0016642906780653,0.1381480110614356
36946,0.0,0.1381490365816605
70428,0.0,0.1381774233592486
15791,0.0,0.1381801990774478
21064,0.0,0.1381883315916146
8836,0.0,0.1382202159371512
58787,0.0,0.1382245394696617
6368,0.0,0.1382402845719375
11598,0.0008350199154039,0.1382747864879201
47193,0.0020833041555155,0.1382953781942934
73233,0.0,0.1383083834587075
76932,0.0,0.1383154857319326
57775,0.0,0.1383309640724451
80341,0.0,0.1383501379980447
18832,0.0,0.1383704904437673
16321,0.0061509180829659,0.1383821548153952
60746,0.0014962625919058,0.1383839755341696
98014,0.0,0.1384034265369284
88567,0.0068840667356554,0.1384065373141949
79458,0.0008885825553236,0.1384126661469571
62918,0.0047312129585595,0.1384307278376516
82388,0.0,0.1384358861535423
53066,0.0,0.1384503668071749
20650,0.0001101765210255,0.1384537599145039
38095,0.0,0.1384574296522988
12860,0.0013021176984653,0.1384751748457178
47371,0.0,0.1384992789344389
29754,0.0,0.138505835769518
57334,0.0049830341272585,0.1385132825551849
89653,0.0,0.1385367737792304
55565,0.0,0.1385781934224793
59391,0.0,0.1385790046341105
77791,0.0,0.1386095292251106
79048,0.0,0.1386374361175196
77997,0.0031796557440832,0.1386415731345517
11400,0.0,0.1386542103379287
71296,0.0,0.1386764609253773
49474,0.0,0.138717188006086
50433,0.0,0.1387374721459766
8164,0.0,0.1387388579292736
55507,0.0,0.1387471068131243
21463,0.0,0.1387598737431923
34966,0.0092885873942644,0.1387642322516532
81679,0.0,0.1387661878273427
43080,0.0,0.1387704975800198
31080,0.0,0.1387937262830673
48394,0.0,0.1387954449559892
53179,0.0042705610718996,0.1388110431710976
80343,0.0,0.1388393078539244
80351,0.0,0.1388400957028704
22083,0.0,0.1388416971458326
28957,0.0,0.1388726985680409
725,0.0,0.1388737008132785
21266,0.0020847094831118,0.1389091701026619
45946,0.0,0.138912153730234
84465,0.0,0.1389135251475935
71471,0.0,0.1389352921606917
44002,0.0,0.1389729080528114
56911,0.0,0.1389860104203501
47608,0.0097421159102156,0.1389952733441897
59972,0.0,0.1390535697684241
96077,0.0087707672937462,0.1390581556103771
5173,0.0,0.1390727134314923
11602,0.0,0.1390816045183013
74350,0.0018505038736677,0.1390914291864663
80355,0.0,0.139108842360365
93813,0.0,0.1391090911818927
52849,0.0,0.1391197107572545
56029,0.0031437931001601,0.1391468239616651
30285,0.0,0.1391484053462243
7045,0.0,0.1391710904932463
24003,0.0,0.139181682801151
38670,0.0,0.1391836317029393
47098,4.415120876619783e-06,0.1392091656309913
64590,0.0,0.1392254271978701
93397,0.0,0.1392264275950565
89234,0.0,0.1392467060648647
99542,0.0,0.1392571321098962
68867,0.0,0.1393077693268762
67575,0.0,0.1393111473242868
12457,0.0,0.1393249908927165
40521,0.0,0.1393432175556784
19685,0.0,0.1393538343521795
35900,0.0,0.1394279898707067
51034,0.0,0.1394506995003476
99321,0.0045755254117118,0.1394838555918303
44185,0.0,0.139483865840239
14972,0.0057048342012502,0.1394965926478869
97204,0.0054782358182736,0.1394979945873339
17134,0.0048734754810971,0.1395188736139219
74785,0.0,0.139528217794045
56037,0.0,0.1395418335629884
35879,0.0,0.1395467715082723
30056,0.0,0.1395698160648014
58575,0.0,0.1395871668821507
36549,0.0,0.1395965085428508
93609,3.438595277446513e-05,0.139649865185874
97656,0.0,0.1396555633427912
1154,0.0010127317839385,0.1396629496593069
11446,6.938222705832884e-06,0.139678504893285
49008,0.0,0.1396885627109292
46933,0.000859342781546,0.1396959589822942
45482,0.0022593193880538,0.1397000722494863
28278,0.0,0.1397083802538477
88878,0.0,0.1397211697046665
36872,0.0,0.1397516197523482
65806,0.0,0.139761389190683
58916,0.002770531176735,0.1397666107343659
5913,0.008983859276766,0.1397764806221952
26419,0.0,0.1397783281889338
17096,0.0,0.1397831632567403
90254,0.0,0.1397933988045039
7162,1.2534855370405256e-05,0.1398141131440672
88689,0.0,0.1398257186300474
65707,0.0080492557642684,0.1398322117869356
22637,0.0,0.1398338738804076
20787,9.626261435246043e-06,0.1398590213901703
46033,0.0,0.1398706283972022
19728,0.0006400350818644,0.1398757116317392
32335,0.0,0.1398780612944102
20485,0.000237118991795,0.1398790969488002
96751,0.0,0.1398803521159017
67628,0.0,0.1398946478142807
80337,0.0,0.1399012350783045
55247,0.0039014989766334,0.1399093210670838
32744,0.0,0.1399130496855604
17144,0.0,0.1399292595144025
15200,0.0004568507233951,0.1399575166161435
66478,0.0053625142703511,0.139966610241059
62700,0.0,0.1399667615834096
49146,0.0,0.140000047776868
83260,0.0,0.140012710557682
35343,0.005061614632252,0.1400316668010392
6105,0.0,0.1400566312745757
26554,0.0,0.1400701881696804
52357,0.0,0.1401043625299869
24160,0.0,0.1401150274943063
26145,0.0,0.140117764969155
29916,0.0012860613876602,0.1401728053883784
33784,0.0,0.1402134840990939
25317,0.0,0.1402274027519301
59390,0.0,0.1402463566764963
93931,0.0,0.1402502776009538
29720,0.0,0.1402513094143112
99337,0.0072247266207008,0.1402881518185692
36452,0.0,0.140292172265672
46662,0.0,0.1403298958004969
42283,0.0,0.140345764310071
55678,0.0,0.1403930247706329
71749,0.0,0.140399347397254
55770,0.0,0.1404370780014243
34858,0.0018393519669004,0.1404431715071806
62674,0.0002804596285209,0.1404618026814585
58215,0.0,0.1404671154607616
43319,0.0,0.1404902966393708
44189,0.0001054101266932,0.1404925646420219
30422,0.0,0.1405060974217698
50705,0.0,0.1405301505819255
84117,0.0,0.1405454928224407
54414,0.0,0.140548378657864
84312,0.0,0.1405534210270529
34559,0.00014447368877,0.1405779468067715
29283,0.0063065031819192,0.1405808849964291
26970,0.0,0.140604840760101
18713,0.0,0.1406251450358414
54376,0.0,0.1406457446965792
5519,0.0007212132503538,0.1406634721416807
23032,0.0036369679059534,0.1406959151001071
86125,0.0,0.1407082670467351
30540,0.0,0.1407199933661467
63481,0.0,0.1407345792378093
34611,0.0034878569652327,0.1407390528839602
18418,0.0,0.1407420097204194
70310,0.0,0.1407535593707984
56447,0.0,0.1407537535514544
26790,0.0,0.1407554462783955
83412,0.0,0.1407942925040337
84896,0.0052749628912828,0.1408140644982748
75253,0.0006302691858075,0.1408621745388195
88115,0.0,0.1408789204149847
74761,0.0,0.1408939216693747
46024,0.0,0.1409034807228686
21784,0.0099215299546661,0.140924507703965
99628,0.0,0.1409677987223434
70957,0.0,0.1409984105446979
80349,0.0,0.1410389873996952
6287,0.0,0.1410452641523155
4035,0.0,0.1410663284212286
29031,0.0,0.1410683626334748
70816,0.0,0.1411477701055468
46183,0.0098008932725127,0.1411783988107065
71941,0.0,0.1412105169080267
12759,0.0,0.1412118422121949
33582,0.0004010895581005,0.1412226063566437
57209,0.0,0.1412285860505871
22085,0.0043715262800878,0.1412370352042302
47453,0.0002536874799336,0.1412472289574263
63601,0.0014257441618994,0.1412494937506092
18962,0.0,0.1412704007558594
1,0.0008602881822701,0.1412739442526998
64901,0.0004792235647253,0.1412994812791961
48804,1.6479864026902996e-05,0.1413115005460464
53427,0.0,0.1413382943615714
98265,0.0,0.1413396408300337
97266,0.0088484836973002,0.1413441595033259
16304,0.0,0.1413545755553086
83742,0.0,0.1413685683522259
33994,0.0,0.1413721534293169
83580,0.0,0.1413866026081029
47189,0.0,0.1414024630012561
48739,0.0,0.1414075124662668
52850,0.0,0.1414082666764854
39697,0.0018446356484686,0.1414175478113003
74522,0.0,0.1414301179893623
85643,0.0,0.1414477846547973
19717,0.0,0.1414539085040968
52154,0.005569898275096,0.1414645303167194
86917,0.0,0.1414784513728461
12785,0.0,0.1414888316597003
34002,0.0046803741410834,0.1415040699829554
86770,0.0001416639114319,0.1415770269223794
60808,0.0,0.1415784341702109
12442,0.0,0.1415921325623372
48438,0.0,0.1416358604975406
37060,0.0,0.141655109197524
44405,0.0,0.1416816738391213
58051,0.0,0.1416956998718616
68389,8.274520665927205e-05,0.1417013628422561
56678,0.0,0.1417081144227463
87619,0.0,0.1417267775113947
72372,0.0035152982923742,0.1417458548379131
49795,0.0,0.1417543209012226
55253,0.0,0.1417735871915472
45431,0.0,0.1418075499108879
79569,0.0,0.1418150752605214
75511,0.0,0.1418222564284802
39293,0.0,0.1418341507907388
52038,0.0,0.1418925750258602
42933,0.0,0.1419158149928755
24067,0.0003569381638888,0.1419178796133307
66297,0.0,0.1419359592702287
52316,0.0001003221788367,0.1419557180973334
74520,0.0,0.1419562457889892
34397,0.0003214938011502,0.1419571006699104
71141,0.0,0.1419643558183554
67267,0.0,0.1419771822056555
10438,0.001460673072693,0.1419846798115072
61023,0.0,0.1420023406141473
7202,0.0,0.1420106123517668
85467,0.0,0.1420237231801669
29132,0.0,0.1420333665882477
97295,0.0039019140791107,0.1420339855830118
18773,0.0,0.1420448350747676
36808,0.0019804301041178,0.1420500238529621
3227,0.0,0.1420829243524873
80233,0.0,0.1420884741474909
61739,0.0,0.1421000294946136
47108,0.0073126569093165,0.1421093807400716
88880,0.0,0.1421445645063232
8733,0.0,0.1421541660950664
98857,0.0083585113283738,0.1421796580537544
46723,0.0016353300794609,0.1422028884889226
67901,0.0,0.1422138593927994
59075,0.0010660411479155,0.1422207607211736
92261,0.0,0.1422473896821346
23008,0.0,0.1422806826644483
37427,0.0,0.1422870845561112
2889,0.0,0.1423077190016539
88692,6.088439134266016e-07,0.1423086927585047
27438,0.0,0.1423124138635499
77765,0.0093251996085882,0.1423177777647583
19505,0.0082911866077804,0.1423870389251025
44457,0.0,0.1423955846809579
78297,0.0,0.1423992789367911
38479,0.0,0.1424136570612998
31090,0.0025702138548695,0.1424290408780187
73590,0.0,0.1424414372542017
44483,0.0,0.1424448132243262
62816,0.0,0.1424775300421565
5182,0.0056395056691873,0.1424869496254577
25585,0.0090000102178035,0.1425032792542322
37040,0.0,0.1425055650412345
26272,0.0,0.1425064793054003
81499,0.0001084197100726,0.1425200826378487
72448,0.001400391197827,0.1425321227275594
11091,0.0,0.1425622459302311
14276,0.005874796489678,0.1425676083507445
92146,0.0068824994941522,0.1425735234232072
12020,0.0,0.142581731907675
18519,0.0,0.1425872759972295
12219,0.0,0.1425904880358277
80718,0.0084270071087661,0.142597417865338
8701,0.0036801350855792,0.1426085406087895
59620,0.0,0.1426113000392596
45277,0.0,0.1426305168756151
38049,0.0,0.1426415463165525
32289,0.0,0.1426474677164134
98904,0.0,0.1426501639232678
98945,0.0,0.1426545630995724
9283,0.0,0.1426872360688015
31658,0.0,0.1426928131821055
62704,0.0,0.1427003213794306
3438,0.0082339248427964,0.1427030926278318
51032,0.0014885375417417,0.1427075039818395
66857,0.0,0.1427325460546849
7051,0.0,0.1427533827892802
84460,0.0,0.1427650333333818
20771,0.0,0.1427966146869506
80492,0.0,0.1428026821705032
11246,0.0,0.1428046011166626
82352,0.0,0.1428115590542422
57741,0.0,0.1428678832643393
80354,0.0026301810285246,0.1428900607154359
35353,0.0,0.142896945597235
94300,0.0,0.1428984052378311
40378,0.0,0.1429049754630556
56938,0.0003296019485846,0.1429277102661444
11710,0.0,0.1429341717036053
16923,0.0,0.1429872199322582
59074,0.0,0.1429873399517428
85468,0.0,0.1430158200110472
6746,0.0,0.143041874025222
81615,0.0,0.1430490638354877
51030,0.0,0.143049942232092
37166,0.0,0.1430538175312788
20235,0.0097278996706941,0.1431065016615982
2890,0.0,0.1431506113894987
14040,0.0,0.1431535832647068
2246,0.0026988103950542,0.1432065356728613
8092,0.0,0.1432506399668553
29479,0.0,0.1432518414008231
80983,0.0,0.1432578066412646
10647,0.0001075654527565,0.1432690891678434
14300,0.0,0.1432793802419703
99453,0.0004025623714744,0.1433407322179896
80136,0.0,0.1433455758069488
79786,0.0013119860222712,0.143346594015654
78807,0.0,0.1433543713581882
45586,0.0062478473746077,0.1433627139172035
99031,0.0,0.1433697902125598
85538,0.0,0.1433759620149522
35190,0.0,0.1433857694696646
80217,0.0,0.1433898229868722
76733,0.0001817034991906,0.1434094675819394
69521,0.0,0.1434153383788308
35880,3.837669116739287e-06,0.1434388356471103
76236,0.0,0.1434770934996234
84392,0.0,0.1434884575288052
1634,0.0,0.1434943309868571
57312,0.0,0.1434974422348691
2655,0.0,0.1435025264464771
67218,0.0,0.143533178521907
10954,4.338007579539224e-05,0.1435579333795648
72371,0.0035152982923742,0.1435749183113772
51622,0.0020395228246042,0.1435875327930614
81797,0.0023018588719943,0.1435997713029521
32456,0.0,0.1436378941815269
91410,0.0,0.1436379499327641
47401,2.128550411815281e-05,0.1436379509365252
5048,0.0,0.1436591600453541
52472,0.0034442512627548,0.1436757487958969
6168,0.0,0.1437280538110711
88496,0.0017185438347184,0.1437298538272099
56020,0.0,0.143739318829189
34519,0.0,0.1437470821557074
66798,0.0,0.1437603176432778
53428,0.0,0.1437911026493368
8873,0.0,0.1437952569742611
92170,0.0043475228637551,0.1438063861506368
27594,0.0,0.1438181016339862
19994,0.0,0.1438513018268152
79978,0.0,0.1438678719892619
41935,0.007705753511221,0.1438719352195284
24611,0.0,0.1438747771722644
9105,0.0,0.1439020074334995
78006,0.0,0.1439185067903839
68651,0.0,0.1439634092371952
61614,0.0028846428667295,0.1439985455839002
41594,0.0003486351717102,0.1439992929323231
76514,0.0,0.1440233548029905
13070,0.0023734563512778,0.1440267972893819
35958,0.0024356557967697,0.1440396721087443
72524,0.0002273390949811,0.1441155897682765
85566,0.0,0.1441175579398584
74749,0.0,0.1441336106885229
15325,0.0,0.1441547390551159
1681,0.0,0.1441607065675759
33341,0.0,0.144175783466543
5773,0.0,0.144212990377313
59073,0.0,0.1442243947017996
83236,0.0,0.1442339634054327
98097,0.0,0.1442578576243836
71463,0.0,0.1442634408992541
16991,0.0,0.1442689695985455
90296,0.0,0.1443102661209312
57231,0.0,0.1443173961030384
95187,0.0010055991286511,0.1443403214183006
77781,0.0041730266924306,0.1443437959870636
15048,0.0,0.1443554662118292
61288,0.0001714091073915,0.1443616911953853
9495,0.0,0.1443915568320408
29471,0.0091929170750723,0.1443916908206267
25315,0.0,0.1443923386824685
22182,0.0,0.1443965046510132
14376,0.0091394142266629,0.1443972849728033
35974,0.0,0.1444192853729083
10003,0.0,0.1444207827871575
98197,0.0084057996062107,0.144437986467542
32093,0.0,0.1444561144869738
69046,0.0,0.1444730241888502
86886,0.0,0.1444737611233959
53426,0.0,0.1444759637520153
53434,0.0,0.1444844588762689
2613,0.0,0.1444866911440741
55262,0.0,0.1444909958937469
18420,0.0,0.1445226884435658
38813,0.0003654207041134,0.1445354356222765
79940,0.0,0.1445363813015351
15201,0.0004568524677959,0.1445419530940691
86170,0.0,0.1445441866175152
28172,0.0069369450272272,0.1445481598696154
20006,0.0,0.1445599647450157
54752,0.0,0.1445672460619942
39824,0.0017064132820475,0.1445757394869585
79173,0.0,0.1445823652744734
96750,0.0092420063353711,0.1446199625313217
15013,0.0,0.1446401703267338
73550,0.0,0.1446912765583851
72640,0.0,0.1447118277099179
55687,0.0,0.144715500257613
5483,0.0,0.144752255360833
60471,0.0,0.1447617508494975
73203,0.0,0.1447697901357577
51368,0.0019998998296364,0.1447805006000473
6664,0.0,0.144792738407784
65476,0.0,0.1447982070285853
58451,0.0,0.1448095221665265
13892,0.0003170131754754,0.1448207899392367
6993,0.0094046317896669,0.1448209409275778
46583,0.0096568539946871,0.1448237988855065
42584,0.0,0.1448293758022826
41169,0.0056918363451329,0.1448459510051302
71536,0.0,0.1448542912487131
81882,0.0067295251030402,0.1448607431808705
98837,0.0,0.1448720811711971
83376,0.0,0.1448749127910551
35896,0.0017694006173094,0.1448908151090964
80345,0.0,0.1449297363345151
36092,0.0,0.1449370654752795
82600,0.0,0.1449471108446573
49357,0.0,0.144953709796222
44592,0.0016371795588092,0.1449602878126127
41082,0.0,0.1449777516733995
90921,0.0061660272966059,0.1449892522602573
70955,0.0,0.1450075090968336
13784,0.0,0.1450138118289014
77240,0.007150486128634,0.1450377029492825
54575,0.0,0.1450414760889047
63025,0.0001649607571756,0.1450517121918574
38133,0.0006457167766276,0.1450906648745775
9606,0.0,0.145099862577923
87320,0.0,0.1451145667614468
93583,0.0034741993224342,0.1451269774114535
71516,0.0,0.1451280473173463
64831,0.0018095153920548,0.1451337279447603
58528,0.0,0.1451483305160646
77851,0.0,0.1451546712473125
34451,0.0041960846054741,0.1451930744681707
67914,0.0,0.1452052275900653
75040,0.0,0.1452057424879818
2915,0.0,0.1452282476402326
72432,0.0,0.1452545532176645
31980,0.0043891923207967,0.1452553485004273
68486,0.0,0.1452572154673673
35758,0.0,0.1452978060037806
19825,0.0,0.1453021944720569
23701,0.0,0.1453238854080878
56030,0.0,0.1453280064697051
58317,0.0,0.1453310577878319
94979,0.0,0.1454124389574426
10001,0.0027446756055502,0.1454252983895755
55656,0.0067875913625302,0.145446193208413
81944,0.0,0.1454629132620561
47809,0.0,0.1454675173359642
76234,0.0,0.1454801794626283
54123,0.0,0.1455087610418895
35838,8.929196296455485e-05,0.1455104900253179
7906,0.0062967536755492,0.1455247742893235
26726,2.993841561151723e-06,0.1455269684345668
34610,0.0034878569652327,0.1455453494979297
88478,0.0,0.1455609271065644
28599,0.0,0.1455618840361299
50951,0.0,0.1455629601977737
29917,0.0012860613876603,0.1455724084364987
80179,0.0,0.1456039260869431
51369,0.0019998998296363,0.1456378811303968
44647,0.0,0.1456379103422121
10417,0.0,0.1456554882683932
46640,0.0,0.1456704275579935
61255,0.0,0.1456763863241785
38698,0.0084576108461716,0.1456819221807364
73668,0.000555597482531,0.145688511690735
