Epoch,EpReward,EpCost,Lambda
0.0,-106.31608422372398,28.884839458059165,0.5413248538970947
0.0,-1.1682870972576624,0.15553865664819222,0.5413248538970947
0.0,-206.65322874098612,59.057816742325,0.5413248538970947
0.0,-742.7350277131353,202.31062068443197,0.5413248538970947
0.0,-51.524437996222815,13.824935417408058,0.5413248538970947
0.0,-56.72182012351631,16.04231623143222,0.5413248538970947
0.0,-874.1092679666862,233.19814249273207,0.5413248538970947
0.0,-161.86214030362277,44.25206990614303,0.5413248538970947
1.0,-225.7721433245591,63.87991883533496,0.5413248538970947
1.0,-59.154436004600804,16.10234209609859,0.5413248538970947
1.0,-1.0357980513550549,0.035172193711285965,0.5413248538970947
1.0,-194.0937920708186,54.74277639624793,0.5413248538970947
1.0,-302.9147187877459,82.66884661377586,0.5413248538970947
1.0,-3.3342809113098646,0.3130048504432065,0.5413248538970947
1.0,-46.37586990872839,12.22456705173705,0.5413248538970947
1.0,-234.42333907112373,64.89362132764651,0.5413248538970947
1.0,-189.26442057853262,51.653525937188995,0.5413248538970947
1.0,-303.66663875334706,84.63125803607379,0.5413248538970947
1.0,-12.55076412764659,3.9626115993435818,0.5413248538970947
1.0,-211.50334466840502,57.67317386650108,0.5413248538970947
1.0,-602.4146488051359,163.47419286614596,0.5413248538970947
1.0,-139.03062449268148,37.887601652876995,0.5413248538970947
1.0,-77.27132529309854,19.94208156812748,0.5413248538970947
2.0,-163.37469539594082,44.07940789696045,0.5413248538970947
2.0,-272.2873506963253,73.4898556003806,0.5413248538970947
2.0,-204.49621175365368,56.02092307817122,0.5413248538970947
2.0,-286.29742169886134,75.22867062117366,0.5413248538970947
2.0,-163.56382652965613,43.536805415453124,0.5413248538970947
2.0,-368.0053698465321,98.00910655942239,0.5413248538970947
2.0,-295.684178607771,78.24047520873715,0.5413248538970947
2.0,-567.1982355315693,154.6530342303502,0.5413248538970947
3.0,-441.09816978124485,118.32674892274501,0.5913248658180237
3.0,-220.89389676212787,59.452794187853215,0.5913248658180237
3.0,-26.013692713517454,6.124058360408778,0.5913248658180237
3.0,-416.9208542340131,113.26082716400045,0.5913248658180237
3.0,-502.38007427087814,136.56738056545828,0.5913248658180237
3.0,-204.30045004004097,57.14573543107189,0.5913248658180237
3.0,-299.38313561206894,77.70142728213439,0.5913248658180237
3.0,-13.299128198157927,3.3978033239306833,0.5913248658180237
4.0,-1012.7128444896593,276.3654631616901,0.5913248658180237
4.0,-214.75165352845517,60.20703774254018,0.5913248658180237
4.0,-26.61104700179457,6.475420724384663,0.5913248658180237
4.0,-206.67382297947694,54.4232393218835,0.5913248658180237
4.0,-348.28503245277574,93.36586588742676,0.5913248658180237
4.0,-86.46322310432977,23.47045560433699,0.5913248658180237
4.0,-194.33457447990614,52.231922565145474,0.5913248658180237
4.0,-2.290811806528038,0.2708030797531955,0.5913248658180237
4.0,-1.0910161243164578,0.08710948613352326,0.5913248658180237
4.0,-42.98253883219634,12.52738186620092,0.5913248658180237
4.0,-296.0462123915989,82.91761940418502,0.5913248658180237
4.0,-1.0585700701166076,0.056919006961204686,0.5913248658180237
4.0,-187.03934033139623,45.97014189426975,0.5913248658180237
4.0,-60.272604522325324,13.06462207978103,0.5913248658180237
4.0,-25.01755753445235,6.0090223608064495,0.5913248658180237
5.0,-363.97580732754085,93.6895292897185,0.5913248658180237
5.0,-434.4881741256395,113.1698069823817,0.5913248658180237
5.0,-11.249746871565169,1.456038983417186,0.5913248658180237
5.0,-535.0452941984564,151.74231682111562,0.5913248658180237
5.0,-68.46852346034495,21.097669632998198,0.5913248658180237
5.0,-42.288044767591956,11.515424509141239,0.5913248658180237
5.0,-625.2120334868526,175.74933253030798,0.5913248658180237
6.0,-549.5345692161668,155.68863808101167,0.6413230299949646
6.0,-194.6977364650789,48.11730346232905,0.6413230299949646
6.0,-166.28124851003827,45.01124021644097,0.6413230299949646
6.0,-526.9422432497166,138.86193977267808,0.6413230299949646
6.0,-254.8364821401317,70.67881705083234,0.6413230299949646
6.0,-11.369343253773016,3.6311826599193857,0.6413230299949646
6.0,-401.21522624720296,105.3241879564823,0.6413230299949646
6.0,-351.44608572284875,99.95258752943684,0.6413230299949646
7.0,-550.4581399942296,150.31039166305936,0.6413230299949646
7.0,-25.71924139103698,5.473120457988864,0.6413230299949646
7.0,-69.23377769580166,16.18963982809381,0.6413230299949646
7.0,-37.63989486753864,9.874108708096784,0.6413230299949646
7.0,-395.22392830217535,107.58922727938128,0.6413230299949646
7.0,-230.20302762008325,60.85724009309654,0.6413230299949646
7.0,-13.015299718983576,3.2977684931756075,0.6413230299949646
7.0,-313.656019014911,79.69076962626882,0.6413230299949646
7.0,-19.434874947899747,4.3826303312682295,0.6413230299949646
7.0,-21.106922777666323,5.581514126127039,0.6413230299949646
7.0,-822.9788899860633,213.40191233016026,0.6413230299949646
8.0,-243.67738072047493,62.848922261836435,0.6413230299949646
8.0,-83.32883444505556,21.403366699938925,0.6413230299949646
8.0,-143.1005122677842,35.81578655768674,0.6413230299949646
8.0,-662.8756963939086,175.723423479588,0.6413230299949646
8.0,-400.6049854474139,107.97640842387469,0.6413230299949646
8.0,-245.25147607739615,66.50970098184877,0.6413230299949646
9.0,-1185.1801222183194,317.6499242550585,0.691387414932251
9.0,-78.90950426516893,21.100758552222423,0.691387414932251
9.0,-562.7401094200171,151.11109995624622,0.691387414932251
9.0,-16.703097607046335,3.7695174950481185,0.691387414932251
9.0,-554.2563634732463,147.6526539922298,0.691387414932251
9.0,-213.70109327924794,54.071795336130414,0.691387414932251
9.0,-14.674174915915952,3.369732701983885,0.691387414932251
9.0,-56.97331317406219,15.029401420412485,0.691387414932251
10.0,-305.3006043315593,86.24410459827862,0.691387414932251
10.0,-1.1380233419011323,0.1292928468304562,0.691387414932251
10.0,-173.95849281956913,45.018621512000685,0.691387414932251
10.0,-384.7615592412222,101.83560584151026,0.691387414932251
10.0,-197.69519153897957,53.84914741491748,0.691387414932251
10.0,-459.98834595525517,121.45263472670169,0.691387414932251
10.0,-132.33313210230662,33.51686146061911,0.691387414932251
10.0,-35.811748438958205,10.082042078687456,0.691387414932251
